Order ID,Product Category,Product Name,Date,Sales Amount,Quantity,Region
f66721d7-8bc1-4a34-812a-4d2c4defa004,Toys,Board Game,2024-01-15,1305.29,8,East
8483dab5-137d-4afe-9821-8b893652bfd1,Electronics,Laptop,2023-09-12,421.17,4,East
b2f66010-99af-4f25-9d18-b27bec712303,Electronics,Smartwatch,2024-07-08,169.08,5,North
8a48662c-53a4-42cf-abb0-111ec9b396e0,Furniture,Office Chair,2023-12-19,1242.25,9,East
3deca0fe-5f2c-4d91-9a33-c660fc80a18a,Groceries,Cheese,2024-05-22,595.97,3,North
8fb69cc3-dc49-4c67-92c3-174e61317023,Groceries,Cheese,2024-02-04,504.07,8,South
8e055884-5945-4e6d-adf7-655f89c7e37f,Groceries,Cheese,2023-11-12,278.44,3,South
b1cfb8f0-4fa9-4842-b62d-64a381a79847,Clothing,Shoes,2023-12-21,931.09,8,East
7df520fc-1db1-4e0c-a078-aa0149e7a5a9,Toys,Toy Car,2024-03-30,836.4,3,East
6c666bc7-d134-4394-a82b-ac4b77db5a94,Toys,Doll,2024-03-12,447.34,9,West
290a683f-3157-43dc-a42f-2a7028b4308c,Electronics,Smartwatch,2023-10-18,766.44,2,South
46e3a40e-f37d-4422-9a19-77970159cab8,Groceries,Milk,2023-10-01,1476.2,9,North
c272aeae-e4ab-49e9-ac2c-f26c0161da5d,Groceries,Milk,2023-08-06,849.65,3,West
37a7d20d-586f-480c-8d34-c566c0b0d075,Clothing,Sweater,2024-05-28,1015.03,9,South
380fb6dd-8b08-4c16-8d7d-59a99f1833a1,Groceries,Eggs,2024-05-28,384.15,8,North
73b89e1d-591b-48a2-aa0b-6ac48683ef8f,Clothing,Shoes,2024-06-12,1663.65,5,West
d9c0a02a-8d72-4eb2-b33e-34594221c599,Clothing,Jeans,2024-06-27,819.24,5,South
f748aee6-8376-4681-811b-13577f771a95,Electronics,Laptop,2024-06-23,590.5,5,West
285ca69f-d3cc-46be-9925-4b733632bc96,Toys,Doll,2023-07-28,1562.87,5,South
711b95a7-bb38-48ec-96bb-a96f9b1acbd4,Groceries,Butter,2023-08-27,472.96,9,East
418773ca-c772-4b05-8990-3ce3e2617b92,Toys,Board Game,2024-05-13,425.8,1,North
ec39ab04-5079-45af-8628-1a2a9ad7a015,Electronics,Laptop,2024-01-10,286.12,5,West
a0772b34-2c53-413b-a83f-fffeb6974fba,Clothing,Jacket,2024-03-17,564.89,8,East
7d2fe114-5cbc-4e7b-9ece-8f086bf7d7ed,Clothing,T-shirt,2024-04-05,466.21,10,East
97903f9d-5666-4e36-b73e-394a2d62105b,Furniture,Table,2023-12-20,379.45,4,East
05a61b7e-3dfa-4303-96ff-3df96c88f79e,Electronics,Smartphone,2023-10-06,1070.08,3,North
cc565358-778e-4a2d-b1e5-023c2ef29aaa,Furniture,Bookshelf,2024-03-05,685.59,1,North
42ffcebd-1caa-4213-8bd5-c364bfad7c96,Groceries,Eggs,2024-05-25,1198.16,9,South
4ae6f52a-162e-48fb-8d5f-4165ea0de129,Groceries,Bread,2024-05-26,256.58,6,South
41d528d3-a4f1-4cd3-bf5c-e03d4cd25b78,Furniture,Sofa,2024-05-24,577.69,7,South
cf49b74a-5fcd-46fb-b608-45786ca94a66,Groceries,Cheese,2023-10-23,503.55,1,East
